seq_name,primary_matches,potential_primaries,control_matches,potential_controls,rate_ratio,fisher_p
A6.LV.2001.01LV_K612.AY291052,3.0,27.0,5.0,31.0,0.69,0.824018
A6.LV.2001.01LV_N0737.AY291051,3.0,27.0,5.0,31.0,0.69,0.824018
A6.LV.2001.01LV_N0731.AY291047,4.0,27.0,6.0,31.0,0.77,0.788248
A6.LV.2001.01LV_B251.AY291044,3.0,27.0,5.0,31.0,0.69,0.824018
A6.LV.2001.01LV_H552.AY291042,3.0,27.0,5.0,31.0,0.69,0.824018
A6.LV.2001.01LV_T551.AY291041,3.0,27.0,6.0,31.0,0.57,0.891431
A6.LV.2001.01LV_K220.AY291040,3.0,27.0,5.0,31.0,0.69,0.824018
A6.LV.2001.01LV_N0824.AY291037,3.0,27.0,5.0,31.0,0.69,0.824018
A6.LV.2001.01LV_N0823.AY291036,3.0,27.0,6.0,31.0,0.57,0.891431
A6.LV.2001.01LV_N0822.AY291035,3.0,27.0,6.0,31.0,0.57,0.891431
A6.LV.2001.01LV_N0806.AY291027,3.0,27.0,6.0,31.0,0.57,0.891431
A6.LV.2001.01LV_N0803.AY291026,3.0,27.0,6.0,31.0,0.57,0.891431
A6.LV.2001.01LV_N0801.AY291024,3.0,27.0,8.0,30.0,0.42,0.96809
A6.LV.2001.01LV_N0783.AY291020,3.0,27.0,6.0,31.0,0.57,0.891431
A6.LV.2001.01LV_N0792.AY291017,3.0,27.0,5.0,31.0,0.69,0.824018
A6.LV.2001.01LV_N0791.AY291016,3.0,27.0,5.0,31.0,0.69,0.824018
A6.LV.2001.01LV_N0776.AY291012,4.0,27.0,5.0,31.0,0.92,0.689192
A6.LV.2001.01LV_N0773.AY291009,3.0,27.0,6.0,31.0,0.57,0.891431
A6.LV.2001.01LV_N0746.AY291007,3.0,28.0,6.0,30.0,0.54,0.911003
A6.LV.2001.01LV_N0770.AY291006,3.0,27.0,6.0,31.0,0.57,0.891431
B.LV.2001.01LV_N0768.AY291005,1.0,28.0,2.0,30.0,0.54,0.868421
A6.LV.2001.01LV_N0767.AY291004,3.0,27.0,5.0,31.0,0.69,0.824018
A6.LV.2001.01LV_N0764.AY291001,3.0,27.0,5.0,31.0,0.69,0.824018
A6.LV.2001.01LV_N0762.AY291000,3.0,27.0,6.0,31.0,0.57,0.891431
A6.LV.2001.01LV_N0760.AY290998,3.0,27.0,6.0,31.0,0.57,0.891431
A6.LV.-.01LV_N0758.AY290997,4.0,27.0,5.0,31.0,0.92,0.689192
A6.LV.2001.01LV_N0757.AY290996,3.0,27.0,5.0,31.0,0.69,0.824018
A6.LV.2001.01LV_N0756.AY290995,3.0,28.0,6.0,30.0,0.54,0.911003
A6.LV.2001.01LV_N0752.AY290990,4.0,27.0,6.0,31.0,0.77,0.788248
A6.LV.2001.01LV_N0750.AY290988,3.0,27.0,6.0,31.0,0.57,0.891431
A6.LV.2001.01LV_N0749.AY290987,4.0,27.0,5.0,31.0,0.92,0.689192
A6.LV.2001.01LV_N0748.AY290986,3.0,27.0,6.0,31.0,0.57,0.891431
A6.LV.2001.01LV_N0747.AY290985,3.0,27.0,6.0,31.0,0.57,0.891431
A6.LV.2001.01LV_N0735.AY290980,3.0,27.0,6.0,31.0,0.57,0.891431
A6.LV.2001.01LV_N0734.AY290979,3.0,27.0,6.0,31.0,0.57,0.891431
A6.LV.2001.01LV_N0732.AY290977,3.0,27.0,6.0,31.0,0.57,0.891431
A6.LV.2001.01LV_N0728.AY290973,3.0,27.0,5.0,31.0,0.69,0.824018
A6.LV.2001.01LV_N0721.AY290970,3.0,27.0,6.0,31.0,0.57,0.891431
A6.LV.2001.01LV_N0245.AY290969,3.0,27.0,5.0,31.0,0.69,0.824018
A6.LV.2001.01LV_N0718.AY290967,3.0,27.0,5.0,31.0,0.69,0.824018
B.SE.2000.00SE_19297.AY165282,4.0,162.0,9.0,128.0,0.35,0.984567
B.SE.1999.99SE_17469.AY165280,12.0,201.0,10.0,156.0,0.93,0.655144
B.SE.2001.01SE_22429.AY165277,11.0,210.0,10.0,169.0,0.89,0.697458
C.SE.2001.01SE_21975.AY165266,21.0,212.0,23.0,164.0,0.71,0.917869
B.SE.2001.01SE_21259.AY165256,10.0,212.0,14.0,169.0,0.57,0.948716
A8.SE.2000.00SE_19902.AY165240,18.0,207.0,22.0,167.0,0.66,0.940413
B.SE.2000.00SE_19469.AY165233,15.0,216.0,8.0,164.0,1.42,0.270082
01_AE.SE.1998.98SE_14962.AY165194,22.0,211.0,20.0,167.0,0.87,0.739946
01_AE.SE.2000.00SE_19382.AY165184,16.0,167.0,17.0,124.0,0.70,0.900158
G.BD.2001.BD_01P7env.AF470717,2.0,28.0,7.0,23.0,0.23,0.995219
B.IT.1991.91IT196C1.AF023376,0.0,22.0,2.0,22.0,0.00,1
AC.SE.1996.SE9488.U76180,3.0,26.0,8.0,22.0,0.32,0.99207
C.SE.-.SE8848.U76166,3.0,29.0,7.0,23.0,0.34,0.985846
B.SE.1987.B304-control.L39028,4.0,77.0,4.0,50.0,0.65,0.843539
B.SE.1987.B254-control.L39034,5.0,76.0,1.0,52.0,3.42,0.21744
B.SE.1987.5012-control.L39047,4.0,76.0,1.0,52.0,2.74,0.321997
B.SE.1987.3294PO.L39037,3.0,74.0,1.0,54.0,2.19,0.435988
B.SE.1987.2213-control.L39054,0.0,33.0,0.0,42.0,undef,1
B.IT.1989.B_115_2615.L08277,0.0,24.0,3.0,18.0,0.00,1
B.IT.1991.A_196_4537_6.L08338,0.0,20.0,2.0,23.0,0.00,1
B.LV.2001.01LV_MSM040_1996_V3.EU702738,2.0,25.0,4.0,29.0,0.58,0.866656
A6.LV.1998.98LV_MSM015_1998_V3.EU702715,3.0,25.0,5.0,29.0,0.70,0.821409
B.LV.1998.98LV_MSM006_1998_V3.EU702707,4.0,25.0,2.0,29.0,2.32,0.265371
A6.LV.1998.98LV_IDU016_1998_V3.EU702699,3.0,25.0,5.0,29.0,0.70,0.821409
A6.LV.1998.98LV_IDU015_1998_V3.EU702698,3.0,25.0,5.0,29.0,0.70,0.821409
A6.LV.2002.02LV_IDU013_1998_V3.EU702696,3.0,25.0,5.0,29.0,0.70,0.821409
A6.LV.2000.00LV_IDU010_1998_V3.EU702693,3.0,25.0,5.0,29.0,0.70,0.821409
A6.LV.2002.02LV_IDU008_1998_V3.EU702691,3.0,25.0,6.0,29.0,0.58,0.889891
A6.LV.1998.98LV_IDU005_1998_V3.EU702688,3.0,25.0,5.0,29.0,0.70,0.821409
A6.LV.1999.99LV_IDU004_1998_V3.EU702687,3.0,25.0,5.0,29.0,0.70,0.821409
A6.LV.1999.99LV_HET064_1999_V3.EU702678,3.0,25.0,5.0,29.0,0.70,0.821409
A6.LV.2000.00LV_HET061_1998_V3.EU702675,3.0,25.0,5.0,29.0,0.70,0.821409
A6.LV.2003.03LV_HET043_2003_V3.EU702659,4.0,25.0,6.0,29.0,0.77,0.784886
A6.LV.2003.03LV_HET037_2003_V3.EU702653,3.0,25.0,5.0,28.0,0.67,0.835578
A6.LV.2003.03LV_HET035_2002_V3.EU702651,3.0,25.0,6.0,29.0,0.58,0.889891
A6.LV.2002.02LV_HET030_2002_V3.EU702646,3.0,25.0,6.0,29.0,0.58,0.889891
A6.LV.2002.02LV_HET029_2002_V3.EU702645,4.0,26.0,5.0,28.0,0.86,0.726951
A6.LV.2002.02LV_HET028_2002_V3.EU702644,3.0,25.0,7.0,29.0,0.50,0.934893
A6.LV.2002.02LV_HET025_2002_V3.EU702641,3.0,25.0,5.0,29.0,0.70,0.821409
A1.LV.1998.98LV_HET001_1998_V3.EU702619,2.0,24.0,8.0,30.0,0.31,0.984396
A6.LV.2005.05LV_HET_S2099_2005_p17_A1.FJ429523,4.0,44.0,9.0,41.0,0.41,0.975363
A6.LV.2005.05LV_IDU_S2133_2005_v3_A1.FJ429466,2.0,25.0,6.0,29.0,0.39,0.958373
A6.LV.2005.05LV_S2125_2005_v3_A1.FJ429461,3.0,26.0,5.0,28.0,0.65,0.849746
A6.LV.2005.05LV_IDU_S2097_2005_v3_A1.FJ429442,4.0,25.0,6.0,29.0,0.77,0.784886
B.LV.2005.05LV_MSM_S2093_2005_v3_B.FJ429439,0.0,28.0,2.0,26.0,0.00,1
A6.LV.2005.05LV_HET_S2089_2005_v3_A1.FJ429438,3.0,25.0,7.0,29.0,0.50,0.934893
A6.LV.2005.05LV_HET_S2080_2005_v3_A1.FJ429433,4.0,26.0,4.0,28.0,1.08,0.604156
A6.LV.2005.05LV_HET_S2049_2005_v3_A1.FJ429420,5.0,26.0,4.0,28.0,1.35,0.450663
A6.LV.2005.05LV_S2043_2005_v3_A1.FJ429416,3.0,24.0,6.0,29.0,0.60,0.87729
A6.LV.2005.05LV_IDU_S2041_2005_v3_A1.FJ429415,3.0,25.0,7.0,28.0,0.48,0.942652
A6.LV.2005.05LV_S2032_2005_v3_A1.FJ429409,3.0,25.0,6.0,29.0,0.58,0.889891
A6.LV.2005.05LV_S2028_2005_v3_A1.FJ429406,3.0,25.0,8.0,29.0,0.43,0.96302
A6.LV.2005.05LV_IDU_S2023_2005_v3_A1.FJ429402,2.0,24.0,7.0,28.0,0.33,0.977847
B.LV.2005.05LV_S2022_2005_v3_B.FJ429401,1.0,25.0,5.0,29.0,0.23,0.981608
B.LV.2005.05LV_MSM_S2010_2005_v3_B.FJ429396,1.0,24.0,5.0,30.0,0.25,0.97701
01_AE.FI.2004.FIN043044.GU223057,3.0,27.0,9.0,27.0,0.33,0.99029
01_AE.FI.2004.FIN04193.GU223056,3.0,27.0,8.0,27.0,0.38,0.980298
01_AE.FI.2004.FIN041822.GU223055,3.0,27.0,8.0,27.0,0.38,0.980298
01_AE.FI.2004.FIN041103.GU223054,2.0,27.0,8.0,27.0,0.25,0.99436
01_AE.FI.2003.FIN03563.GU223052,2.0,27.0,8.0,27.0,0.25,0.99436
01_AE.FI.2003.FIN032727.GU223050,3.0,27.0,8.0,27.0,0.38,0.980298
01_AE.FI.2003.FIN032257.GU223049,3.0,27.0,8.0,27.0,0.38,0.980298
01_AE.FI.2002.FIN021957.GU223040,3.0,26.0,8.0,28.0,0.40,0.972761
01_AE.FI.2002.FIN02116.GU223037,3.0,26.0,7.0,27.0,0.45,0.956315
01_AE.FI.2001.FIN01448.GU223033,3.0,27.0,8.0,27.0,0.38,0.980298
01_AE.FI.2001.FIN012733.GU223032,3.0,27.0,7.0,27.0,0.43,0.961797
01_AE.FI.2001.FIN01219.GU223028,3.0,27.0,7.0,26.0,0.41,0.967279
01_AE.FI.2001.FIN01218.GU223027,2.0,27.0,7.0,24.0,0.25,0.993043
01_AE.FI.2001.FIN01208.GU223026,3.0,29.0,7.0,24.0,0.35,0.982641
01_AE.FI.2001.FIN01198.GU223025,3.0,27.0,8.0,26.0,0.36,0.983629
01_AE.FI.2000.FIN0097.GU223021,3.0,27.0,7.0,27.0,0.43,0.961797
01_AE.FI.2000.FIN00361.GU223015,3.0,27.0,7.0,27.0,0.43,0.961797
01_AE.FI.2000.FIN0012.GU223011,4.0,28.0,7.0,26.0,0.53,0.93256
01_AE.FI.1999.FIN991877.GU223001,3.0,27.0,7.0,27.0,0.43,0.961797
01_AE.FI.1999.FIN991871.GU222999,3.0,27.0,7.0,27.0,0.43,0.961797
01_AE.SE.2007.P154_36498.GU222981,4.0,28.0,7.0,26.0,0.53,0.93256
01_AE.SE.2007.P144_36480.GU222971,4.0,28.0,7.0,26.0,0.53,0.93256
01_AE.SE.2007.P138_36454.GU222965,5.0,28.0,7.0,26.0,0.66,0.870389
01_AE.SE.2007.P136_36398.GU222963,4.0,28.0,7.0,22.0,0.45,0.966418
01_AE.SE.2007.P135_36397.GU222962,4.0,28.0,7.0,26.0,0.53,0.93256
01_AE.SE.2006.P124_35760.GU222951,4.0,28.0,7.0,26.0,0.53,0.93256
01_AE.SE.2006.P118_35747.GU222945,2.0,27.0,8.0,27.0,0.25,0.99436
01_AE.SE.2006.P117_35745.GU222944,4.0,28.0,7.0,26.0,0.53,0.93256
B.SE.2005.P102_35737.GU222929,1.0,26.0,3.0,28.0,0.36,0.935257
B.SE.2005.P99_35734.GU222926,1.0,25.0,6.0,29.0,0.19,0.991187
C.ZA.-.PP91B_A0112_gconB15s1.HQ424001,10.0,99.0,9.0,92.0,1.03,0.567566
C.ZA.-.PP55B_A0084_gconB7s1.HQ423998,4.0,40.0,5.0,39.0,0.78,0.772099
A1.TZ.-.A0687_gconB20s1.HQ423990,7.0,67.0,7.0,58.0,0.87,0.716544
C.TZ.-.A0524_gconB20s1.HQ423979,11.0,103.0,13.0,100.0,0.82,0.766892
A1.KE.-.SC11A_A0517_gconB18s1.HQ423959,11.0,98.0,10.0,92.0,1.03,0.561551
A1.KE.-.SC13A_A0953_gconB18s1.HQ423931,15.0,116.0,13.0,95.0,0.94,0.643568
C.ZA.-.PP96A_B0820_gcon_B12.HQ423884,9.0,104.0,9.0,94.0,0.90,0.682148
D.ZM.-.PP13B_A0767gconB21.HQ423861,10.0,111.0,8.0,103.0,1.16,0.469043
A1.UG.-.PP131B_B0777gconB25.HQ423834,12.0,104.0,15.0,100.0,0.77,0.825292
C.ZM.-.PP8A_A0228gconRetest.HQ423782,12.0,114.0,8.0,96.0,1.26,0.383143
C.ZM.-.PP13B_B0215gconRetest.HQ423762,9.0,109.0,10.0,100.0,0.83,0.751361
C.ZA.-.PP57A_B0865gconB7s2.HQ423742,8.0,95.0,13.0,96.0,0.62,0.914053
C.ZA.-.PP118A_A0091_A10.JF294165,2.0,21.0,6.0,38.0,0.60,0.858429
H.AO.2009.09AOHDP32.OM960923,3.0,23.0,10.0,32.0,0.42,0.973688
C.AO.2009.09AOHDP299.OM960921,6.0,31.0,8.0,29.0,0.70,0.855082
B.DK.2001.PT513.AM285288,10.0,152.0,9.0,119.0,0.87,0.711893
G.DK.2001.PT402.AM285285,16.0,163.0,21.0,109.0,0.51,0.991501
B.DK.2001.PT348.AM285284,6.0,132.0,7.0,102.0,0.66,0.85413
B.GL.2003.GRL98.AM285272,11.0,162.0,7.0,119.0,1.15,0.480438
B.GL.2002.GRL50.AM285249,9.0,158.0,10.0,123.0,0.70,0.852006
B.GL.1999.GRL28.AM285236,11.0,161.0,7.0,119.0,1.16,0.475026
B.GL.1999.GRL26.AM285234,11.0,162.0,6.0,118.0,1.34,0.37278
B.GL.1999.GRL19.AM285229,10.0,159.0,9.0,121.0,0.85,0.733295
B.GL.1999.GRL3.AM285217,11.0,161.0,6.0,120.0,1.37,0.354504
G.DK.2001.PT402.AM285215,10.0,49.0,5.0,38.0,1.55,0.276028
B.DK.2001.PT484.AM285201,3.0,48.0,2.0,45.0,1.41,0.530898
02_AG.DK.2000.PT214_0.AM285197,4.0,47.0,7.0,45.0,0.55,0.914176
B.DK.2000.PT199_0.AM285196,1.0,46.0,3.0,42.0,0.30,0.952
B.DK.1999.PT180_0.AM285195,2.0,46.0,2.0,46.0,1.00,0.69169
B.DK.1997.PT93_0.AM285191,4.0,43.0,2.0,44.0,2.05,0.327134
B.DK.-.pt_174_0.AJ582170,7.0,144.0,5.0,112.0,1.09,0.563315
B.DK.-.pt_123_0.AJ582163,7.0,144.0,8.0,112.0,0.68,0.850546
02D.DK.2000.214.AJ419444,12.0,155.0,15.0,110.0,0.57,0.960697
B.DK.2000.199.AJ419434,8.0,157.0,8.0,115.0,0.73,0.817688
01_AE.VN.2002.02VN111.AY283403,9.0,50.0,7.0,51.0,1.31,0.376347
01_AE.VN.2002.02VN105.AY283398,9.0,50.0,7.0,48.0,1.23,0.427744
A6.LV.2001.01LV_R135.AY290948,6.0,49.0,10.0,49.0,0.60,0.91473
A6.LV.2001.01LV_N0824.AY290943,7.0,50.0,8.0,47.0,0.82,0.755404
A6.LV.2001.01LV_N0269.AY290936,5.0,50.0,9.0,47.0,0.52,0.942599
A6.LV.2001.01LV_N0759.AY290934,6.0,49.0,10.0,49.0,0.60,0.91473
A6.LV.2001.01LV_N0808.AY290932,7.0,48.0,10.0,50.0,0.73,0.835007
A6.LV.2001.01LV_N0802.AY290929,5.0,50.0,10.0,48.0,0.48,0.962615
A6.LV.2001.01LV_N0801.AY290928,6.0,49.0,9.0,49.0,0.67,0.869263
A6.LV.2001.01LV_N0798.AY290925,6.0,48.0,10.0,49.0,0.61,0.907669
A6.LV.2001.01LV_N0794.AY290922,5.0,49.0,10.0,48.0,0.49,0.959142
A6.LV.2001.01LV_N0767.AY290909,6.0,49.0,10.0,49.0,0.60,0.91473
A6.LV.2001.01LV_N0766.AY290908,5.0,49.0,11.0,49.0,0.45,0.973348
A6.LV.2001.01LV_N0764.AY290906,6.0,49.0,11.0,49.0,0.55,0.946183
A6.LV.2001.01LV_N0756.AY290900,6.0,49.0,10.0,49.0,0.60,0.91473
A6.LV.2001.01LV_N0093.AY290897,5.0,49.0,10.0,49.0,0.50,0.95503
A6.LV.2001.01LV_N0740.AY290887,5.0,49.0,8.0,49.0,0.62,0.883558
A6.LV.2001.01LV_N0721.AY290873,7.0,49.0,10.0,49.0,0.70,0.857065
A6.LV.2001.01LV_N0245.AY290872,5.0,49.0,10.0,48.0,0.49,0.959142
B.SE.2001.01SE_22234.AY165270,17.0,217.0,11.0,164.0,1.17,0.416486
B.SE.2001.01SE_22129.AY165269,10.0,214.0,10.0,164.0,0.77,0.801433
B.SE.2001.01SE_21839.AY165264,10.0,214.0,11.0,162.0,0.69,0.866672
B.SE.2001.01SE_21665.AY165261,11.0,211.0,10.0,168.0,0.88,0.706262
B.SE.2001.01SE_21621.AY165259,13.0,212.0,8.0,168.0,1.29,0.364548
01_AE.SE.2001.01SE_21427.AY165258,19.0,212.0,18.0,167.0,0.83,0.77859
B.SE.2001.01SE_21062.AY165251,14.0,219.0,13.0,160.0,0.79,0.802792
01_AE.SE.2000.00SE_20182.AY165248,22.0,212.0,24.0,165.0,0.71,0.916589
B.SE.2000.00SE_19100.AY165229,13.0,211.0,9.0,169.0,1.16,0.45306
C.SE.2000.00SE_18474.AY165224,19.0,211.0,17.0,166.0,0.88,0.720727
B.SE.1999.99SE_16033.AY165203,11.0,209.0,10.0,170.0,0.89,0.688545
B.SE.1998.98SE_15517.AY165199,10.0,213.0,12.0,168.0,0.66,0.891828
C.SE.2000.00SE_19930.AY165186,18.0,205.0,17.0,156.0,0.81,0.803524
B.DK.-.Bio_28_1.AJ582147,6.0,123.0,6.0,88.0,0.72,0.81676
B.DK.-.Bio_17_1.AJ582145,3.0,125.0,4.0,87.0,0.52,0.897157
C.BD.2001.BD_01P6gag.AF470707,8.0,50.0,6.0,46.0,1.23,0.453388
A1.BD.2001.BD_01P4gag.AF470705,5.0,51.0,8.0,48.0,0.59,0.90497
B.SE.1987.p8_159_1987.U68517,2.0,50.0,1.0,45.0,1.80,0.539862
B.SE.1988.p3_529_1988.U68513,1.0,48.0,1.0,47.0,0.98,0.757895
J.SE.-.SE7887_7887G.L41178,6.0,45.0,8.0,45.0,0.75,0.808161
B.SE.1987.B85-control.L39023,4.0,76.0,1.0,52.0,2.74,0.321997
B.SE.1987.B197-control.L39032,3.0,75.0,1.0,53.0,2.12,0.449407
B.SE.1987.B183-control.L39029,4.0,77.0,2.0,51.0,1.32,0.547637
B.SE.1987.408-control.L39031,3.0,74.0,1.0,54.0,2.19,0.435988
B.LV.2002.02LV_MSM047_1997_B.EU702615,5.0,49.0,2.0,49.0,2.50,0.217834
B.LV.2002.02LV_MSM036_1993_B.EU702604,3.0,50.0,3.0,48.0,0.96,0.680561
B.LV.2003.03LV_MSM022_2003_B.EU702592,4.0,50.0,3.0,48.0,1.28,0.523034
B.LV.1999.99LV_MSM011_1999_B.EU702582,2.0,47.0,4.0,51.0,0.54,0.878004
B.LV.1998.98LV_MSM006_1998_B.EU702577,2.0,48.0,4.0,50.0,0.52,0.888287
A6.LV.2002.02LV_IDU019_1998_A1.EU702571,5.0,48.0,10.0,48.0,0.50,0.955331
A6.LV.1999.99LV_IDU012_1998_A1.EU702564,5.0,49.0,10.0,49.0,0.50,0.95503
A6.LV.1998.98LV_IDU005_1998_A1.EU702557,5.0,49.0,10.0,49.0,0.50,0.95503
B.LV.1998.98LV_IDU001_1995_B.EU702554,4.0,50.0,2.0,48.0,1.92,0.358506
B.LV.1999.99LV_HET070_1997_B.EU702553,3.0,49.0,2.0,48.0,1.47,0.509872
B.LV.2002.02LV_HET069_1996_B.EU702552,2.0,47.0,4.0,51.0,0.54,0.878004
B.LV.2002.02LV_HET067_1995_B.EU702550,5.0,49.0,2.0,49.0,2.50,0.217834
A6.LV.2003.03LV_HET056_2003_A1.EU702541,7.0,49.0,10.0,49.0,0.70,0.857065
A6.LV.2004.04LV_HET053_2003_A1.EU702538,6.0,49.0,10.0,49.0,0.60,0.91473
A6.LV.2003.03LV_HET051_2003_A1.EU702536,6.0,49.0,10.0,49.0,0.60,0.91473
A6.LV.2003.03LV_HET042_2003_A1.EU702528,7.0,49.0,10.0,49.0,0.70,0.857065
A6.LV.2002.02LV_HET030_2002_A1.EU702516,8.0,49.0,10.0,49.0,0.80,0.782721
A6.LV.2002.02LV_HET029_2002_A1.EU702515,7.0,48.0,10.0,49.0,0.71,0.846445
A6.LV.2002.02LV_HET025_2002_A1.EU702511,6.0,49.0,10.0,49.0,0.60,0.91473
A6.LV.2002.02LV_HET011_2002_A1.EU702499,7.0,49.0,10.0,49.0,0.70,0.857065
A6.LV.1999.99LV_HET008_1999_A1.EU702496,5.0,49.0,10.0,49.0,0.50,0.95503
B.LV.1999.99LV_HET002_1999_B.EU702490,3.0,49.0,3.0,49.0,1.00,0.661238
A.LV.2005.05LV_IDU_S2144_2005_p17_A1.FJ429548,7.0,49.0,10.0,49.0,0.70,0.857065
A6.LV.2005.05LV_IDU_S2133_2005_p17_A1.FJ429543,6.0,49.0,10.0,49.0,0.60,0.91473
A6.LV.2005.05LV_S2121_2005_p17_A1.FJ429537,5.0,48.0,10.0,50.0,0.52,0.946278
A6.LV.2005.05LV_IDU_S2120_2005_p17_A1.FJ429536,5.0,48.0,9.0,50.0,0.58,0.914189
B.LV.2005.05LV_MSM_S2119_2005_p17_B.FJ429535,4.0,52.0,2.0,45.0,1.73,0.410181
A6.LV.2005.05LV_IDU_S2111_2005_p17_A1.FJ429530,6.0,49.0,6.0,44.0,0.90,0.695136
A6.LV.2005.05LV_S2106_2005_p17_A1.FJ429528,8.0,50.0,9.0,48.0,0.85,0.73417
A.LV.2005.05LV_HET_S2067_2005_p17_A1.FJ429507,4.0,46.0,9.0,41.0,0.40,0.979801
A6.LV.2005.05LV_S2066_2005_p17_A1.FJ429506,6.0,47.0,10.0,46.0,0.59,0.922958
A6.LV.2005.05LV_IDU_S2063_2005_p17_A1.FJ429504,7.0,49.0,9.0,49.0,0.78,0.793486
A6.LV.2005.05LV_IDU_HET_S2038_2005_p17_A1.FJ429495,6.0,48.0,10.0,49.0,0.61,0.907669
A6.LV.2005.05LV_S2032_p17_A1.FJ429490,7.0,49.0,9.0,49.0,0.78,0.793486
A6.LV.2005.05LV_S2030_2005_p17_A1.FJ429488,4.0,48.0,10.0,49.0,0.41,0.977784
A6.LV.2005.05LV_IDU_S2011_2005_p17_A1.FJ429478,7.0,49.0,11.0,49.0,0.64,0.904375
B.SE.1992.P8a_19921110.GU204941,16.0,296.0,22.0,281.0,0.69,0.910222
B.SE.1996.P2a_19960723.GU204926,17.0,300.0,14.0,276.0,1.12,0.448959
B.SE.1989.P1a_19890808.GU204919,8.0,292.0,20.0,284.0,0.39,0.995763
A1.KE.-.PP130A_A0045_gconB25s1.HQ424003,11.0,101.0,15.0,96.0,0.70,0.883426
C.ZA.-.PP107B_A0024_gconB16s1.HQ424002,13.0,111.0,12.0,102.0,1.00,0.589674
D.KE.-.PP86B_A0704_gconB15s1.HQ423983,10.0,111.0,10.0,100.0,0.90,0.685081
C.ZA.-.PP56B_A0033_gconB7s1.HQ423973,7.0,43.0,6.0,43.0,1.17,0.5
C.TZ.-.BKG01_gcons1.HQ423962,8.0,98.0,11.0,91.0,0.68,0.872607
C.ZM.-.BKG05_gcons1.HQ423961,8.0,100.0,11.0,97.0,0.71,0.849726
A2CD.KE.-.SC12A_A0785_gconB18s2.HQ423940,11.0,104.0,11.0,92.0,0.88,0.703138
A1.TZ.-.A0823_gconB20s1.HQ423937,16.0,114.0,12.0,97.0,1.13,0.441514
C.ZA.-.PP93A_B0124_gcon_B12.HQ423883,8.0,107.0,13.0,103.0,0.59,0.930078
A1.UG.-.PP111B_A0058gconB21.HQ423860,16.0,110.0,15.0,101.0,0.98,0.602072
D.KE.-.PP82B_B0893gconB11.HQ423853,8.0,109.0,5.0,103.0,1.51,0.321657
A1C.KE.-.SC17A_B0626gconB19.HQ423825,13.0,102.0,15.0,90.0,0.76,0.83476
A1.KE.-.PP117A_A0061gconB22.HQ423820,14.0,116.0,16.0,108.0,0.81,0.787913
A1DG.KE.-.PP61B_A0827gconB12.HQ423791,13.0,101.0,10.0,101.0,1.30,0.32928
D.UG.-.SC7A_A0119gconB17.HQ423773,3.0,91.0,13.0,93.0,0.24,0.998382
A1.KE.-.PP80A_A0211gconB14.HQ423767,11.0,104.0,13.0,101.0,0.82,0.766513
D.UG.-.PP113A_B0494gconB21.HQ423755,10.0,109.0,9.0,102.0,1.04,0.56091
A1.KE.-.PP102B_A0643_gconB16s1.HQ423695,11.0,106.0,16.0,88.0,0.57,0.961673
A1.KE.-.PP75A_A0869_esm58B14.JF294981,3.0,34.0,10.0,47.0,0.41,0.968863
A1.UG.-.PP112A_B0063_econB21.JF294977,3.0,32.0,9.0,49.0,0.51,0.92788
A1.KE.-.PP87B_A0102_econB15s1.JF294962,5.0,37.0,12.0,44.0,0.50,0.965035
A1.KE.-.PP74A_A0906_esm54B10.JF294959,5.0,33.0,6.0,47.0,1.19,0.503996
A1.KE.-.PP124A_B0515_econB23.JF294913,5.0,33.0,5.0,45.0,1.36,0.422138
D.KE.-.PP83A_A0197_ecxB11s8.JF294890,5.0,33.0,12.0,47.0,0.59,0.920487
A1.UG.-.PP103A_B0248_ESM_4_B16.JF294885,2.0,35.0,11.0,46.0,0.24,0.996101
C.ZM.-.PP24A_A0564_ESM22B9.JF294876,5.0,37.0,8.0,45.0,0.76,0.795538
C.ZA.-.PP94A_B0728_ECX1B12.JF294864,4.0,35.0,12.0,46.0,0.44,0.975362
C.ZA.-.PP50B_B0939_econB9.JF294822,3.0,33.0,15.0,48.0,0.29,0.99707
C.ZA.-.PP3A_A0811_esm74B4.JF294814,5.0,34.0,12.0,47.0,0.58,0.929591
C.ZM.-.PP24A_A0564_ecxB9s2.JF294800,4.0,36.0,8.0,46.0,0.64,0.867788
A1.KE.-.PP63B_B0944_ECX9B10.JF294762,5.0,35.0,8.0,46.0,0.82,0.75021
C.BW.-.PP37A_A0949_econb6.JF294757,3.0,38.0,13.0,43.0,0.26,0.998181
A1.KE.-.PP45B_A0226_ECX04B8.JF294756,5.0,34.0,7.0,46.0,0.97,0.643581
C.ZA.-.PP3A_A0811_esm38B4.JF294713,5.0,35.0,12.0,46.0,0.55,0.943639
C.ZA.-.PP118A_A0091_C7.JF294676,6.0,40.0,11.0,50.0,0.68,0.867791
C.ZA.-.PP3A_A0811_esm54B4.JF294663,5.0,34.0,12.0,47.0,0.58,0.929591
A1.KE.-.PP75A_A0869_esm49B14.JF294660,2.0,33.0,11.0,48.0,0.26,0.993361
C.ZA.-.PP56A_A1000_ECX6_B7.JF294643,5.0,37.0,11.0,43.0,0.53,0.949725
D.UG.-.PP121B_A0111_econB23.JF294642,5.0,33.0,5.0,48.0,1.45,0.379791
A1.UG.-.PP103A_B0248_Econ_b16_26.JF294635,4.0,36.0,9.0,45.0,0.56,0.919333
